year fp_year fp_doy Np Tp Alpha_ratio Vp V_gsm_x V_gsm_y V_gsm_z B_gsm_x B_gsm_y B_gsm_z 
BEGIN DATA
2005 2005.05361359  20.568959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.429    0.844   -0.598
2005 2005.05361561  20.569699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.586    0.797   -0.444
2005 2005.05361764  20.570440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.626    0.724   -0.299
2005 2005.05361967  20.571181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.568    0.688   -0.193
2005 2005.05362170  20.571921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.696    0.709   -0.252
2005 2005.05362373  20.572662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.702    0.709   -0.472
2005 2005.05362576  20.573403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.688    0.548   -0.418
2005 2005.05362779  20.574144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.883    0.420   -0.048
2005 2005.05362982  20.574884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.943    0.543   -0.068
2005 2005.05363185  20.575625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.940    0.606   -0.333
2005 2005.05363388  20.576366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.997    0.866   -0.565
2005 2005.05363591  20.577107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.959    1.032   -0.460
2005 2005.05363794  20.577847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.861    1.255   -0.088
2005 2005.05363997  20.578588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.846    1.219   -0.244
2005 2005.05364200  20.579329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.656    1.532   -0.943
2005 2005.05364403  20.580070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.909    0.975   -0.420
2005 2005.05364605  20.580810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.802    1.226    0.225
2005 2005.05364808  20.581551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.788    1.087    0.669
2005 2005.05365012  20.582292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.486    0.920    1.470
2005 2005.05365215  20.583033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.582    1.743    0.267
2005 2005.05365417  20.583773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.649    1.743    0.069
2005 2005.05365620  20.584514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.680    1.722    0.168
2005 2005.05365823  20.585255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.666    1.617    0.429
2005 2005.05366026  20.585996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.674    1.358   -0.298
2005 2005.05366229  20.586736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.879    1.260   -0.892
2005 2005.05366432  20.587477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.092    1.352   -1.377
2005 2005.05366635  20.588218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.331    1.506   -1.285
2005 2005.05366838  20.588959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.478    1.773   -0.969
2005 2005.05367041  20.589699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.370    1.839   -0.898
2005 2005.05367244  20.590440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.180    1.880   -0.867
2005 2005.05367447  20.591181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.148    1.340   -1.132
2005 2005.05367650  20.591921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.931    1.635   -0.779
2005 2005.05367853  20.592662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.723    1.353   -0.637
2005 2005.05368056  20.593403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.951    0.908   -1.167
2005 2005.05368259  20.594144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.724    0.322   -1.974
2005 2005.05368461  20.594884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.651    1.051   -1.533
2005 2005.05368664  20.595625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.202    1.838   -1.350
2005 2005.05368867  20.596366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.358    2.082   -1.530
2005 2005.05369070  20.597107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.142    2.280   -1.750
2005 2005.05369273  20.597847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.062    2.316   -1.634
2005 2005.05369476  20.598588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.988    2.439   -1.718
2005 2005.05369679  20.599329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.995    2.469   -1.774
2005 2005.05369882  20.600070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.657    1.781   -1.221
2005 2005.05370085  20.600810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.529    1.519   -1.004
2005 2005.05370288  20.601551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.866    1.091   -0.426
2005 2005.05370491  20.602292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.812    1.406   -0.836
2005 2005.05370694  20.603033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.757    1.584   -1.159
2005 2005.05370897  20.603773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.088    2.103   -1.227
2005 2005.05371100  20.604514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.756    1.988   -1.409
2005 2005.05371303  20.605255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.893    1.895   -0.744
2005 2005.05371506  20.605996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.739    2.369   -1.821
2005 2005.05371708  20.606736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.760    2.448   -1.900
2005 2005.05371912  20.607477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.781    2.491   -1.938
2005 2005.05372115  20.608218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.831    2.553   -2.016
2005 2005.05372318  20.608959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.491    2.642   -2.182
2005 2005.05372520  20.609699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.565    2.695   -2.251
2005 2005.05372723  20.610440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.528    2.660   -2.210
2005 2005.05372926  20.611181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.712    2.609   -2.231
2005 2005.05373129  20.611921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.839    2.574   -2.148
2005 2005.05373332  20.612662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.273    2.375   -1.905
2005 2005.05373535  20.613403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.258    2.505   -2.023
2005 2005.05373738  20.614144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.639    2.448   -1.736
2005 2005.05373941  20.614884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.274    2.279   -0.478
2005 2005.05374144  20.615625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.299    2.368   -0.851
2005 2005.05374347  20.616366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.285    2.349   -0.724
2005 2005.05374550  20.617107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.142    2.375   -0.760
2005 2005.05374753  20.617847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.784    2.581   -1.361
2005 2005.05374956  20.618588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.962    2.695   -2.064
2005 2005.05375159  20.619329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.373    2.487   -2.900
2005 2005.05375362  20.620070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.434    2.870   -2.924
2005 2005.05375564  20.620810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.262    2.961   -3.034
2005 2005.05375767  20.621551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.325    2.924   -2.795
2005 2005.05375970  20.622292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.792    2.882   -2.244
2005 2005.05376173  20.623033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.930    2.853   -2.718
2005 2005.05376376  20.623773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.860    2.898   -2.098
2005 2005.05376579  20.624514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.146    2.849   -2.062
2005 2005.05376782  20.625255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.443    3.114   -2.187
2005 2005.05376985  20.625996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.519    3.189   -2.334
2005 2005.05377188  20.626736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.341    3.244   -2.234
2005 2005.05377391  20.627477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.339    3.113   -2.274
2005 2005.05377594  20.628218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.108    3.192   -2.470
2005 2005.05377797  20.628959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.129    3.132   -2.519
2005 2005.05378000  20.629699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.181    3.099   -2.558
2005 2005.05378203  20.630440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.200    3.058   -2.579
2005 2005.05378406  20.631181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.199    3.032   -2.549
2005 2005.05378608  20.631921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.226    3.317   -2.579
2005 2005.05378812  20.632662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.385    3.017   -2.408
2005 2005.05379015  20.633403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.255    3.113   -2.489
2005 2005.05379218  20.634144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.189    3.106   -2.683
2005 2005.05379420  20.634884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.322    3.118   -2.550
2005 2005.05379623  20.635625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.062    3.308   -2.591
2005 2005.05379826  20.636366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.001    3.501   -2.496
2005 2005.05380029  20.637107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.352    3.046   -2.402
2005 2005.05380232  20.637847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.252    3.221   -2.549
2005 2005.05380435  20.638588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.366    3.099   -2.660
2005 2005.05380638  20.639329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.211    3.176   -2.638
2005 2005.05380841  20.640070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.120    3.229   -2.549
2005 2005.05381044  20.640810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.111    3.255   -2.449
2005 2005.05381247  20.641551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.038    3.276   -2.614
2005 2005.05381450  20.642292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.946    3.381   -2.516
2005 2005.05381653  20.643033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.027    3.426   -2.464
2005 2005.05381856  20.643773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.888    3.447   -2.722
2005 2005.05382059  20.644514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.027    3.499   -2.705
2005 2005.05382262  20.645255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -3.912    3.595   -2.975
2005 2005.05382465  20.645996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.148    3.076   -1.442
2005 2005.05382667  20.646736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.212    2.715   -1.254
2005 2005.05382870  20.647477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -5.026    2.782   -0.757
2005 2005.05383073  20.648218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.883    2.761   -0.826
2005 2005.05383276  20.648959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.893    2.662   -0.845
2005 2005.05383479  20.649699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.878    2.581   -0.710
2005 2005.05383682  20.650440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.882    2.316   -0.859
2005 2005.05383885  20.651181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.866    2.266   -0.951
2005 2005.05384088  20.651921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.949    2.263   -0.942
2005 2005.05384291  20.652662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.840    2.460   -0.954
2005 2005.05384494  20.653403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.892    2.502   -0.963
2005 2005.05384697  20.654144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.935    2.426   -0.921
2005 2005.05384900  20.654884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.813    2.379   -1.087
2005 2005.05385103  20.655625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.757    2.528   -0.936
2005 2005.05385306  20.656366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.740    2.550   -1.025
2005 2005.05385509  20.657107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.782    2.395   -1.120
2005 2005.05385712  20.657847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.905    2.489   -1.013
2005 2005.05385915  20.658588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.792    2.409   -1.233
2005 2005.05386118  20.659329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.796    2.502   -1.098
2005 2005.05386321  20.660070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.795    2.416   -1.154
2005 2005.05386523  20.660810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.766    2.543   -0.769
2005 2005.05386726  20.661551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.883    2.203   -1.052
2005 2005.05386929  20.662292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.927    2.318   -0.908
2005 2005.05387132  20.663033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.859    2.304   -1.174
2005 2005.05387335  20.663773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.764    2.190   -1.167
2005 2005.05387538  20.664514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.784    1.989   -0.747
2005 2005.05387741  20.665255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.848    1.776   -0.434
2005 2005.05387944  20.665996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.831    1.768   -0.816
2005 2005.05388147  20.666736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.820    1.854   -0.814
2005 2005.05388350  20.667477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.729    2.004   -0.724
2005 2005.05388553  20.668218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.717    2.072   -0.526
2005 2005.05388756  20.668959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.774    1.942   -0.207
2005 2005.05388959  20.669699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.771    1.845   -0.599
2005 2005.05389162  20.670440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.662    1.801   -0.802
2005 2005.05389365  20.671181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.546    1.857   -0.919
2005 2005.05389567  20.671921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.619    1.996   -0.678
2005 2005.05389770  20.672662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.541    1.931   -0.683
2005 2005.05389973  20.673403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.513    1.948   -0.562
2005 2005.05390176  20.674144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.464    1.903   -0.571
2005 2005.05390379  20.674884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.417    1.846   -0.669
2005 2005.05390582  20.675625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.417    1.861   -0.626
2005 2005.05390785  20.676366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.558    1.765   -0.636
2005 2005.05390988  20.677107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.550    1.914   -0.495
2005 2005.05391191  20.677847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.562    2.020   -0.427
2005 2005.05391394  20.678588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.619    1.884   -0.475
2005 2005.05391597  20.679329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.666    1.918   -0.444
2005 2005.05391800  20.680070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.612    1.762   -0.544
2005 2005.05392003  20.680810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.543    1.766   -0.609
2005 2005.05392206  20.681551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.498    1.737   -0.635
2005 2005.05392409  20.682292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.491    1.818   -0.927
2005 2005.05392612  20.683033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.393    1.908   -0.897
2005 2005.05392815  20.683773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.404    1.848   -0.849
2005 2005.05393018  20.684514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.394    1.733   -0.983
2005 2005.05393221  20.685255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.248    1.929   -1.005
2005 2005.05393424  20.685996  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.150    2.053   -0.991
2005 2005.05393626  20.686736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.221    1.920   -1.036
2005 2005.05393829  20.687477  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.359    1.790   -0.783
2005 2005.05394032  20.688218  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.383    1.687   -0.629
2005 2005.05394235  20.688959  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.321    1.802   -0.915
2005 2005.05394438  20.689699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.352    1.856   -0.822
2005 2005.05394641  20.690440  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.300    1.818   -0.815
2005 2005.05394844  20.691181  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.302    1.802   -0.477
2005 2005.05395047  20.691921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.307    1.730    0.054
2005 2005.05395250  20.692662  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.363    1.669   -0.083
2005 2005.05395453  20.693403  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.373    1.676   -0.277
2005 2005.05395656  20.694144  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.387    1.833   -0.557
2005 2005.05395859  20.694884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.447    1.732   -0.358
2005 2005.05396062  20.695625  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.515    1.657   -0.317
2005 2005.05396265  20.696366  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.478    1.627   -0.312
2005 2005.05396468  20.697107  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.440    1.613   -0.376
2005 2005.05396670  20.697847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.461    1.667   -0.340
2005 2005.05396873  20.698588  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.435    1.561   -0.398
2005 2005.05397076  20.699329  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.423    1.530   -0.426
2005 2005.05397279  20.700070  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.444    1.663   -0.451
2005 2005.05397482  20.700810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.418    1.822   -0.321
2005 2005.05397685  20.701551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.301    1.922   -0.212
2005 2005.05397888  20.702292  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.271    2.014   -0.072
2005 2005.05398091  20.703033  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.380    2.056   -0.183
2005 2005.05398294  20.703773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.336    2.096    0.003
2005 2005.05398497  20.704514  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.449    1.954    0.066
2005 2005.05398700  20.705255  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   -4.494    1.940   -0.198
