year fp_year fp_doy Np Tp Alpha_ratio Vp V_gsm_x V_gsm_y V_gsm_z B_gsm_x B_gsm_y B_gsm_z 
BEGIN DATA
2005 2005.05682617  21.741551     17.288  7.0778e+05 -9999.9004    886.83   -884.00    -68.49    -24.87    1.303  -21.037   -5.066
2005 2005.05682820  21.742292     15.180  6.9629e+05 -9999.9004    895.23   -895.19     -9.86     -3.70   -5.901  -17.682    9.104
2005 2005.05683023  21.743033     16.891  6.6445e+05 -9999.9004    889.18   -889.08    -12.68     -9.10   -8.322  -17.600    6.118
2005 2005.05683225  21.743773     16.298  7.3901e+05 -9999.9004    892.59   -891.97     31.53    -10.59   -9.597   -4.459   12.909
2005 2005.05683428  21.744514     16.274  6.9704e+05 -9999.9004    877.46   -871.72     68.19    -75.84   -3.242   17.441   -5.292
2005 2005.05683632  21.745255     14.363  7.4173e+05 -9999.9004    879.98   -878.10     17.90    -57.54    5.439   18.826  -18.486
2005 2005.05683835  21.745996     16.872  7.2526e+05 -9999.9004    873.03   -871.45      5.20    -55.46    7.549    5.207  -13.455
2005 2005.05684037  21.746736     16.552  7.6307e+05 -9999.9004    877.99   -875.88     15.29    -61.79    9.551    1.667  -13.046
2005 2005.05684240  21.747477     14.809  7.0201e+05 -9999.9004    885.06   -883.55    -35.07    -42.12   10.405   11.167  -20.553
2005 2005.05684443  21.748218     13.956  7.4395e+05 -9999.9004    884.64   -884.56     -5.69    -14.05   11.933    9.059  -21.664
2005 2005.05684646  21.748959     15.007  7.4848e+05 -9999.9004    873.85   -872.56    -48.52     -3.10   11.415    6.458  -21.499
2005 2005.05684849  21.749699     14.975  7.6222e+05 -9999.9004    876.91   -876.33    -17.34    -30.50   13.637   -3.183  -20.427
2005 2005.05685052  21.750440     15.822  7.2616e+05 -9999.9004    870.40   -869.38    -16.55    -42.08   10.788  -13.003  -16.123
2005 2005.05685255  21.751181     14.451  7.4201e+05 -9999.9004    882.76   -882.32    -19.36    -23.88   13.709   -6.690  -24.645
2005 2005.05685458  21.751921  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   14.429   -2.634  -24.785
2005 2005.05685661  21.752662     15.073  7.1290e+05 -9999.9004    880.08   -879.84    -12.85    -19.93   12.619    1.088  -23.784
2005 2005.05685864  21.753403     13.894  7.1109e+05 -9999.9004    896.54   -896.43      6.57    -14.68   13.762    8.176  -26.274
2005 2005.05686067  21.754144     14.371  6.9801e+05 -9999.9004    887.68   -887.54     -3.52    -18.87   13.705    6.357  -25.384
2005 2005.05686270  21.754884     13.862  7.2385e+05 -9999.9004    894.83   -894.68      7.14    -17.36   14.575    4.288  -26.636
2005 2005.05686473  21.755625     14.274  6.7504e+05 -9999.9004    894.22   -894.13     -2.77    -15.64   13.905    2.135  -27.710
2005 2005.05686676  21.756366     13.888  7.2945e+05 -9999.9004    895.37   -895.27      3.80    -16.06   12.048   -0.149  -26.244
2005 2005.05686879  21.757107     13.911  6.9237e+05 -9999.9004    894.43   -894.33      5.85    -15.00   14.348    3.806  -26.445
2005 2005.05687081  21.757847     14.975  6.7553e+05 -9999.9004    902.05   -901.94     10.93    -11.58   13.824   -0.822  -26.926
2005 2005.05687284  21.758588     14.326  6.8604e+05 -9999.9004    897.40   -897.39     -4.04     -6.88   13.219    2.654  -24.677
2005 2005.05687487  21.759329     13.454  6.9423e+05 -9999.9004    910.06   -909.96    -12.55     -8.91   11.979   -4.266  -26.204
2005 2005.05687690  21.760070      9.905  8.1092e+05 -9999.9004    906.87   -904.63     50.29     34.86   -6.796  -14.266    8.069
2005 2005.05687893  21.760810     12.425  7.1607e+05 -9999.9004    921.47   -918.54     70.57     13.68  -16.484  -18.956   24.567
2005 2005.05688096  21.761551     12.683  6.7770e+05 -9999.9004    924.26   -915.75    121.40     23.62  -19.210   -9.495   29.732
2005 2005.05688299  21.762292     12.676  6.8857e+05 -9999.9004    925.48   -916.24    124.76     32.02  -20.371   -9.699   30.729
2005 2005.05688502  21.763033     17.303  5.1038e+05 -9999.9004    926.49   -921.17     97.69    -14.07  -20.249   -8.111   29.580
2005 2005.05688705  21.763773     45.645  4.3252e+05 -9999.9004    906.05   -902.18     75.12    -38.17   -1.031    7.249    7.014
2005 2005.05688908  21.764514     40.518  2.2056e+05 -9999.9004    937.61   -936.06     49.58     15.75   17.512   31.368  -14.731
2005 2005.05689111  21.765255     45.300  2.1689e+05 -9999.9004    935.37   -933.80     47.45     21.42   17.511   26.670  -19.978
2005 2005.05689314  21.765996     39.011  2.6655e+05 -9999.9004    926.31   -924.76     51.65      7.72   18.128   24.910  -21.025
2005 2005.05689517  21.766736     46.710  2.2197e+05 -9999.9004    941.34   -940.04     42.99     19.51   16.256   27.138  -18.004
2005 2005.05689720  21.767477     43.416  2.3069e+05 -9999.9004    936.33   -935.00     35.47     31.29   15.179   24.324  -21.115
2005 2005.05689923  21.768218     48.301  2.6767e+05 -9999.9004    945.53   -943.60     37.00     43.95   15.961   22.697  -19.345
2005 2005.05690126  21.768959     43.238  2.1914e+05 -9999.9004    939.00   -936.96     47.20     35.76   16.097   26.638  -15.558
2005 2005.05690328  21.769699     45.838  2.3435e+05 -9999.9004    950.69   -948.06     44.54     51.28   17.184   25.922  -14.077
2005 2005.05690532  21.770440     51.212  2.6010e+05 -9999.9004    943.61   -941.51     31.36     50.82   17.526   22.418   -2.226
2005 2005.05690735  21.771181     46.571  2.7276e+05 -9999.9004    951.77   -949.80     33.90     47.36   16.341   21.005   -1.804
2005 2005.05690937  21.771921     47.084  2.7327e+05 -9999.9004    937.20   -934.89     41.01     47.54   16.439   21.482   -0.714
2005 2005.05691140  21.772662     48.495  2.7935e+05 -9999.9004    942.45   -940.03     40.07     50.68   17.148   20.980    1.389
2005 2005.05691343  21.773403     44.991  2.6952e+05 -9999.9004    942.41   -939.97     36.38     53.67   15.756   20.847    2.360
2005 2005.05691546  21.774144     49.688  2.6991e+05 -9999.9004    949.27   -947.23     28.57     51.61   15.111   18.511    5.491
2005 2005.05691749  21.774884  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   15.260   18.392    6.368
2005 2005.05691952  21.775625     50.761  2.6504e+05 -9999.9004    940.88   -938.53     31.35     55.06   16.733   17.471    7.808
2005 2005.05692155  21.776366     50.253  2.7065e+05 -9999.9004    931.45   -929.23     29.07     53.79   17.641   16.982    5.608
2005 2005.05692358  21.777107     54.138  2.8566e+05 -9999.9004    942.98   -940.51     24.97     60.12   20.271    8.757    8.682
2005 2005.05692561  21.777847     57.907  2.8720e+05 -9999.9004    933.17   -931.46     12.70     51.76   21.150    7.736    5.930
2005 2005.05692764  21.778588     59.978  3.0758e+05 -9999.9004    939.19   -937.67     12.92     48.49   22.662    6.118    3.029
2005 2005.05692967  21.779329     54.082  2.9877e+05 -9999.9004    929.40   -927.89     10.77     48.59   23.948    5.754   -0.201
2005 2005.05693170  21.780070     53.684  2.8841e+05 -9999.9004    936.08   -934.64     16.11     46.10   25.055    6.664   -3.089
2005 2005.05693373  21.780810     50.359  3.1954e+05 -9999.9004    934.44   -933.04     16.26     45.29   25.408   10.005   -4.421
2005 2005.05693576  21.781551     48.637  2.9454e+05 -9999.9004    939.51   -938.14     18.84     43.86   25.012   11.666   -2.499
2005 2005.05693779  21.782292     50.520  2.7551e+05 -9999.9004    934.48   -933.02     15.20     46.86   23.307    9.939    3.932
2005 2005.05693982  21.783033     50.910  3.0775e+05 -9999.9004    943.14   -941.63     18.78     46.54   22.839    9.066   -1.354
2005 2005.05694184  21.783773     47.001  2.7552e+05 -9999.9004    935.25   -933.63     22.92     46.54   19.599   15.269    4.537
2005 2005.05694387  21.784514     45.381  2.6372e+05 -9999.9004    945.47   -943.98     22.39     44.81   16.579   18.430    7.638
2005 2005.05694590  21.785255     38.145  2.2451e+05 -9999.9004    947.76   -946.22     18.21     47.41   12.862   23.248    5.897
2005 2005.05694793  21.785996     40.323  1.9153e+05 -9999.9004    947.97   -946.79     20.74     39.03    9.521   27.433    6.159
2005 2005.05694996  21.786736     41.212  2.2941e+05 -9999.9004    943.61   -941.91     17.01     50.78    8.213   26.835    6.508
2005 2005.05695199  21.787477     42.913  2.1573e+05 -9999.9004    950.36   -948.16     29.58     54.05    9.344   25.321    4.049
2005 2005.05695402  21.788218     37.864  2.0770e+05 -9999.9004    949.57   -947.55     14.95     56.84    7.455   27.511    5.567
2005 2005.05695605  21.788959     43.275  1.8812e+05 -9999.9004    950.44   -948.85     12.72     50.19    8.119   26.380   10.617
2005 2005.05695808  21.789699     37.473  2.1242e+05 -9999.9004    948.29   -947.43     12.62     35.10   12.411   25.626   11.305
2005 2005.05696011  21.790440     40.171  2.2789e+05 -9999.9004    954.57   -953.56     15.67     37.68   15.255   25.367    7.350
2005 2005.05696214  21.791181     44.010  2.4872e+05 -9999.9004    942.35   -941.13     20.97     39.60   16.849   23.113    2.803
2005 2005.05696417  21.791921     43.896  2.6740e+05 -9999.9004    949.60   -948.51     18.61     38.17   18.400   22.484   -1.666
2005 2005.05696620  21.792662     45.165  2.7944e+05 -9999.9004    938.75   -937.30     19.61     45.17   22.039   18.569    0.936
2005 2005.05696823  21.793403     43.682  2.9086e+05 -9999.9004    951.01   -949.60     17.38     45.63   24.285   17.245    1.488
2005 2005.05697026  21.794144     42.616  3.0107e+05 -9999.9004    941.39   -940.32     15.09     38.97   25.396   15.313   -1.695
2005 2005.05697228  21.794884     45.076  2.8555e+05 -9999.9004    945.79   -944.64     20.25     38.80   24.719   16.560   -4.023
2005 2005.05697432  21.795625     43.068  2.8093e+05 -9999.9004    938.23   -936.91     20.62     42.00   24.107   18.831   -3.435
2005 2005.05697635  21.796366     41.010  2.5978e+05 -9999.9004    951.81   -950.35     21.43     44.83   24.136   21.565   -0.244
2005 2005.05697838  21.797107     36.073  2.6319e+05 -9999.9004    943.44   -942.37     18.26     37.99   25.048   21.280   -2.563
2005 2005.05698040  21.797847  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   26.200   20.257   -2.300
2005 2005.05698243  21.798588     34.885  2.7500e+05 -9999.9004    941.77   -940.43     17.06     43.96   27.115   19.436    0.343
2005 2005.05698446  21.799329     37.030  2.7877e+05 -9999.9004    956.56   -954.96     23.12     46.98   26.128   19.621    2.006
2005 2005.05698649  21.800070     39.139  2.8968e+05 -9999.9004    940.91   -939.67     16.51     42.32   28.113   15.402   -1.101
2005 2005.05698852  21.800810     37.434  3.0829e+05 -9999.9004    946.21   -944.38     30.18     47.37   28.622   15.835   -0.142
2005 2005.05699055  21.801551     38.297  2.9255e+05 -9999.9004    939.87   -938.53     21.34     42.24   28.590   16.170    1.438
2005 2005.05699258  21.802292     40.873  3.1050e+05 -9999.9004    945.76   -944.20     14.89     49.19   28.977   14.880    2.976
2005 2005.05699461  21.803033     38.622  3.0351e+05 -9999.9004    937.53   -936.09     22.67     43.68   28.948   14.789    2.109
2005 2005.05699664  21.803773     37.772  2.8921e+05 -9999.9004    955.44   -952.97     25.78     60.54   29.732   10.553    3.954
2005 2005.05699867  21.804514     35.758  3.2929e+05 -9999.9004    943.58   -942.06     11.01     49.26   25.655   12.723    3.082
2005 2005.05700070  21.805255     30.346  2.2089e+05 -9999.9004    974.32   -972.87      6.55     49.73   -8.563   23.620   12.732
2005 2005.05700273  21.805996     26.018  2.5449e+05 -9999.9004    966.32   -965.05      6.69     46.19  -11.700   23.504   13.683
2005 2005.05700476  21.806736     32.732  2.3712e+05 -9999.9004    971.06   -969.54      4.79     51.18  -16.393   20.638   11.689
2005 2005.05700679  21.807477     26.059  2.2913e+05 -9999.9004    971.89   -970.32     12.75     50.65  -18.422   19.989   12.269
2005 2005.05700882  21.808218     35.867  2.5920e+05 -9999.9004    961.93   -960.79    -13.92     42.03  -22.817   18.022   10.494
2005 2005.05701085  21.808959     21.434  2.0896e+05 -9999.9004    969.53   -968.01     -6.35     51.05  -23.918   19.804   13.130
2005 2005.05701287  21.809699     22.159  2.0343e+05 -9999.9004    975.24   -973.73     -3.54     51.57  -22.904   20.483   12.692
2005 2005.05701490  21.810440     29.361  2.3590e+05 -9999.9004    962.20   -960.78    -16.61     46.91  -22.700   18.325   11.696
2005 2005.05701693  21.811181     33.015  1.9260e+05 -9999.9004    962.41   -961.31     -7.84     42.69  -22.099   19.069   12.281
2005 2005.05701896  21.811921     23.454  2.1162e+05 -9999.9004    966.75   -965.42      0.28     47.75  -22.984   18.704   12.180
2005 2005.05702099  21.812662     23.319  2.0776e+05 -9999.9004    972.67   -971.18      8.16     50.56  -23.515   18.333   13.157
2005 2005.05702302  21.813403     21.637  2.1045e+05 -9999.9004    968.98   -967.48     -1.03     51.17  -22.068   16.971   14.841
2005 2005.05702505  21.814144     36.912  1.7494e+05 -9999.9004    957.74   -956.88    -16.01     34.57  -16.469   12.099   15.876
2005 2005.05702708  21.814884     33.315  2.1560e+05 -9999.9004    948.99   -947.89    -15.46     40.52  -19.293   12.149   11.756
2005 2005.05702911  21.815625     27.841  2.2648e+05 -9999.9004    967.45   -966.18     -4.60     46.72  -25.377   11.892    7.693
2005 2005.05703114  21.816366     29.701  2.4154e+05 -9999.9004    953.62   -952.21    -23.76     43.60  -20.207   10.935    9.422
2005 2005.05703317  21.817107     31.930  2.4614e+05 -9999.9004    953.69   -952.09    -17.83     49.71  -22.803    9.768    6.496
2005 2005.05703520  21.817847     27.154  2.6918e+05 -9999.9004    947.91   -946.39    -18.83     47.75  -24.336    7.226    7.014
2005 2005.05703723  21.818588     28.266  2.2655e+05 -9999.9004    954.24   -952.88    -18.59     44.98  -24.912    6.414    8.669
2005 2005.05703926  21.819329     27.308  2.4458e+05 -9999.9004    956.29   -954.89    -13.34     47.45  -21.426    7.233    9.653
2005 2005.05704129  21.820070     30.099  2.1155e+05 -9999.9004    959.43   -958.59    -15.59     34.66  -19.342    7.064   10.074
2005 2005.05704332  21.820810  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90  -19.116    5.861   10.811
2005 2005.05704535  21.821551  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90  -19.452    5.930   14.281
2005 2005.05704738  21.822292     24.039  2.1147e+05 -9999.9004    952.50   -951.49    -12.18     39.78  -19.636    9.687   13.991
2005 2005.05704941  21.823033     26.101  1.8589e+05 -9999.9004    958.44   -957.03     -1.41     49.38  -18.910   11.224   12.449
2005 2005.05705143  21.823773     25.234  1.9638e+05 -9999.9004    952.03   -950.72     -6.82     46.85  -18.929   12.789   11.706
2005 2005.05705346  21.824514     28.553  1.8023e+05 -9999.9004    953.96   -952.47      9.20     49.86  -16.345   14.493   14.374
2005 2005.05705549  21.825255     25.880  1.9145e+05 -9999.9004    951.85   -950.59     -2.86     46.18  -18.024   14.313   13.530
2005 2005.05705752  21.825996     25.345  2.0518e+05 -9999.9004    952.61   -951.31     -0.49     47.11  -22.031   12.412    8.302
2005 2005.05705955  21.826736     21.947  2.8768e+05 -9999.9004    940.94   -939.38      3.69     51.36  -22.989   10.023    9.418
2005 2005.05706158  21.827477     22.471  1.8456e+05 -9999.9004    948.16   -946.75     -2.35     49.15  -22.380    9.685   10.323
2005 2005.05706361  21.828218     21.190  2.8248e+05 -9999.9004    943.41   -942.27     -4.96     43.74  -22.560    9.032   11.956
2005 2005.05706564  21.828959     25.598  2.0173e+05 -9999.9004    952.13   -950.44      3.34     54.01  -21.485   11.277   12.560
2005 2005.05706767  21.829699     29.462  2.3565e+05 -9999.9004    941.55   -940.93     -4.82     31.46  -20.368   10.248    7.855
2005 2005.05706970  21.830440     25.004  2.0759e+05 -9999.9004    955.53   -954.52     10.41     40.01  -15.479   14.587   13.593
2005 2005.05707173  21.831181     22.317  2.0471e+05 -9999.9004    958.63   -957.39     -7.93     45.72  -14.685   12.254   16.229
2005 2005.05707376  21.831921     32.243  2.0983e+05 -9999.9004    939.08   -938.55      6.74     28.24  -15.370   10.037   13.867
2005 2005.05707579  21.832662     24.568  2.2288e+05 -9999.9004    943.80   -943.40     15.41     19.71  -13.631   15.244   12.035
2005 2005.05707782  21.833403     23.980  1.9914e+05 -9999.9004    949.88   -948.56     14.39     45.35  -15.026   15.375   14.561
2005 2005.05707985  21.834144     24.790  2.1398e+05 -9999.9004    951.10   -950.41     -4.54     33.67  -18.191   10.675   13.251
2005 2005.05708187  21.834884     25.969  2.1472e+05 -9999.9004    949.47   -948.83     11.56     30.24  -17.732   12.649   12.323
2005 2005.05708390  21.835625     21.447  2.2259e+05 -9999.9004    944.45   -943.64      6.39     36.06  -18.086   14.276   13.769
2005 2005.05708593  21.836366     26.383  1.8363e+05 -9999.9004    957.45   -956.84     -4.78     31.17  -19.855   11.117   13.456
2005 2005.05708796  21.837107     21.717  2.0596e+05 -9999.9004    958.68   -958.28     -4.82     24.60  -20.714   12.127   11.950
2005 2005.05708999  21.837847     21.686  1.8780e+05 -9999.9004    954.58   -953.88     15.75     30.32  -19.988   15.674   11.370
2005 2005.05709202  21.838588     19.503  2.6590e+05 -9999.9004    944.68   -943.62     19.20     37.68  -20.086   14.244   12.006
2005 2005.05709405  21.839329     20.572  2.3111e+05 -9999.9004    944.54   -943.01     25.99     44.41  -22.686   13.176    8.745
2005 2005.05709608  21.840070     19.207  2.4972e+05 -9999.9004    935.27   -933.34     28.29     50.20  -20.804   15.336   10.517
2005 2005.05709811  21.840810     21.915  2.3093e+05 -9999.9004    948.27   -946.54     29.49     46.50  -18.796   15.941   13.512
2005 2005.05710014  21.841551     17.189  2.2931e+05 -9999.9004    935.70   -933.82     30.00     48.50  -21.496   11.047   14.140
2005 2005.05710217  21.842292     21.671  2.5115e+05 -9999.9004    941.09   -939.97     15.83     40.49  -21.548    9.208   13.762
2005 2005.05710420  21.843033     20.509  3.0655e+05 -9999.9004    928.58   -927.72     15.87     34.18  -20.641   11.634   12.187
2005 2005.05710623  21.843773  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90  -19.428    9.953   13.880
2005 2005.05710826  21.844514     24.699  2.5599e+05 -9999.9004    923.35   -922.93      8.39     24.24  -17.974   10.096   14.984
2005 2005.05711029  21.845255     19.576  3.0935e+05 -9999.9004    932.02   -931.54     16.96     21.74  -20.521   11.703   12.278
2005 2005.05711232  21.845996     17.254  3.0011e+05 -9999.9004    932.21   -931.91      6.19     20.67  -21.415   11.526   11.960
2005 2005.05711435  21.846736     14.684  2.7100e+05 -9999.9004    949.44   -949.08      3.30     23.53  -24.055    8.078    7.871
2005 2005.05711638  21.847477     13.828  2.5242e+05 -9999.9004    948.38   -948.11     -5.79     19.49  -24.715    5.549    8.165
2005 2005.05711841  21.848218     15.579  2.5523e+05 -9999.9004    947.73   -947.41      1.57     22.49  -24.124    5.706    9.274
2005 2005.05712044  21.848959     14.377  2.4886e+05 -9999.9004    953.52   -953.24    -10.71     18.59  -24.917    5.606    9.479
2005 2005.05712246  21.849699     16.448  2.2473e+05 -9999.9004    952.67   -952.27      7.83     24.19  -23.676    9.339   11.814
2005 2005.05712449  21.850440     16.827  2.6022e+05 -9999.9004    937.32   -937.18      2.53     13.64  -25.309    9.177    7.915
2005 2005.05712652  21.851181     12.764  2.6490e+05 -9999.9004    953.57   -953.12     18.13     20.65  -24.993   10.334    4.962
2005 2005.05712855  21.851921     11.004  3.4130e+05 -9999.9004    934.96   -934.52     11.41     23.97  -26.735   10.236    2.123
2005 2005.05713058  21.852662     15.742  3.2912e+05 -9999.9004    922.62   -922.14     17.70     21.40  -27.016    8.777   -1.395
2005 2005.05713261  21.853403     10.062  2.8348e+05 -9999.9004    936.17   -935.53     24.77     21.62  -27.008    9.088   -2.449
2005 2005.05713464  21.854144     19.476  3.7823e+05 -9999.9004    916.84   -915.55     30.02     35.53  -25.494    8.379   -2.510
2005 2005.05713667  21.854884     23.166  2.7569e+05 -9999.9004    918.61   -917.43     23.89     37.55  -21.538   12.460    1.901
2005 2005.05713870  21.855625     20.810  3.2541e+05 -9999.9004    921.30   -919.93     38.13     30.03  -22.782   11.364    5.481
2005 2005.05714073  21.856366     19.961  3.2857e+05 -9999.9004    914.09   -912.70     28.49     39.22  -20.953   10.318    7.182
2005 2005.05714276  21.857107     38.672  2.4619e+05 -9999.9004    902.08   -900.68     31.70     36.52   -8.722   10.309    8.640
2005 2005.05714479  21.857847     27.172  2.5622e+05 -9999.9004    912.66   -912.04     23.48     21.65   17.780    1.082    7.020
2005 2005.05714682  21.858588     26.706  2.4368e+05 -9999.9004    920.95   -919.21     46.61     29.49   17.868    2.919    9.910
2005 2005.05714885  21.859329     21.974  2.4508e+05 -9999.9004    932.78   -931.21     48.75     20.50   16.921    6.966   10.791
2005 2005.05715088  21.860070     28.024  2.5670e+05 -9999.9004    944.90   -944.34     26.81     15.87   14.601    7.700    8.815
2005 2005.05715290  21.860810     18.200  2.9941e+05 -9999.9004    936.37   -934.81     42.74     30.76   22.309    4.256    3.614
2005 2005.05715493  21.861551     22.931  2.8680e+05 -9999.9004    951.72   -950.02     37.96     40.10   22.247    3.907   -4.095
2005 2005.05715696  21.862292     19.458  2.9477e+05 -9999.9004    937.04   -935.10     45.34     37.32   22.666    6.250    0.561
2005 2005.05715899  21.863033     19.634  2.6962e+05 -9999.9004    941.78   -939.33     58.53     32.00   22.109    7.150    5.523
2005 2005.05716102  21.863773     19.985  2.0709e+05 -9999.9004    938.97   -935.04     79.74     28.52   20.030    8.809   10.884
2005 2005.05716305  21.864514     20.004  2.6819e+05 -9999.9004    941.33   -939.10     61.05     18.21   20.425    2.266   11.953
2005 2005.05716508  21.865255     16.609  2.7050e+05 -9999.9004    933.50   -932.89     17.60     26.22   22.634    0.880   13.078
2005 2005.05716711  21.865996     16.059  2.5864e+05 -9999.9004    936.85   -936.81      3.12      6.11   25.132   -4.889    7.573
2005 2005.05716914  21.866736  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   21.489    1.327   13.518
2005 2005.05717117  21.867477     24.127  2.6429e+05 -9999.9004    928.57   -928.17      6.34     24.48   16.581    7.030   16.916
2005 2005.05717320  21.868218     24.694  1.7832e+05 -9999.9004    937.01   -936.64     24.15      7.54   17.112   11.678   14.903
2005 2005.05717523  21.868959     20.968  2.8299e+05 -9999.9004    920.88   -920.43     13.93     23.42   23.719    3.797   11.884
2005 2005.05717726  21.869699     19.914  2.7271e+05 -9999.9004    935.06   -934.97     -2.23     10.37   25.697   -1.209    7.580
2005 2005.05717929  21.870440     19.328  2.6281e+05 -9999.9004    925.83   -925.75     -5.17      9.01   25.022   -1.678    6.714
2005 2005.05718132  21.871181     17.897  2.9758e+05 -9999.9004    930.34   -930.20      5.12     13.24   24.061   -2.328    6.496
2005 2005.05718335  21.871921     21.419  2.5010e+05 -9999.9004    916.58   -916.40      4.12     15.09   23.749   -2.855    6.378
2005 2005.05718538  21.872662     21.143  2.4103e+05 -9999.9004    921.50   -921.48      2.19      1.77   25.574   -3.609    2.433
2005 2005.05718741  21.873403     19.932  2.2702e+05 -9999.9004    917.28   -917.23      1.85      8.08   25.873   -2.502    2.978
2005 2005.05718944  21.874144     20.359  2.8450e+05 -9999.9004    922.73   -922.70      1.45      4.96   25.019   -3.536    3.825
2005 2005.05719146  21.874884     19.213  2.4842e+05     0.0242    924.89   -924.81     -2.11      9.88   25.038   -6.388    5.381
2005 2005.05719349  21.875625     17.276  2.5692e+05     0.0288    927.61   -927.50     -3.72     11.62   25.067   -5.639    5.536
2005 2005.05719552  21.876366     17.730  2.7962e+05     0.0264    928.81   -928.57      1.29     19.25   25.088   -5.477    5.405
2005 2005.05719755  21.877107     18.073  2.2931e+05 -9999.9004    926.68   -926.17     13.18     25.87   25.051   -4.033    6.936
2005 2005.05719958  21.877847     19.710  2.1862e+05     0.0238    925.43   -925.08     -3.14     23.53   24.615   -6.143    6.246
2005 2005.05720161  21.878588     17.255  2.3183e+05     0.0278    928.55   -928.10     10.05     24.96   23.846   -6.640    7.743
2005 2005.05720364  21.879329     18.722  2.2350e+05     0.0216    921.48   -920.81     10.95     31.35   23.628   -4.042   10.001
2005 2005.05720567  21.880070     16.747  2.1948e+05     0.0260    927.63   -927.01      7.25     31.49   23.465   -4.543   10.117
2005 2005.05720770  21.880810     19.604  2.2428e+05     0.0200    920.08   -919.23      5.23     37.31   23.849   -3.893    8.635
2005 2005.05720973  21.881551     19.903  2.0454e+05     0.0211    927.23   -926.66      5.39     30.27   24.469   -3.282    8.375
2005 2005.05721176  21.882292     18.894  2.4018e+05     0.0222    924.55   -923.97      3.76     30.72   24.284   -1.150    9.016
2005 2005.05721379  21.883033     22.343  2.4008e+05     0.0215    919.37   -918.72      8.34     31.80   22.975   -0.772   10.733
2005 2005.05721582  21.883773     20.600  2.2599e+05     0.0192    911.82   -911.23      4.81     30.74   23.299   -1.217   10.575
2005 2005.05721785  21.884514     21.814  2.1241e+05     0.0208    915.79   -915.21      6.24     30.00   23.279   -2.562   10.429
2005 2005.05721988  21.885255     19.730  2.4870e+05     0.0208    920.18   -919.74      1.98     26.71   24.035   -1.293   10.270
2005 2005.05722191  21.885996     20.008  2.0786e+05     0.0241    924.49   -924.21      1.08     21.08   24.338   -0.581   10.201
2005 2005.05722393  21.886736     21.140  2.3470e+05     0.0202    919.01   -918.66     -6.86     22.77   24.237   -0.669   10.272
2005 2005.05722596  21.887477     17.649  1.7664e+05     0.0293    937.38   -934.99     57.25     32.38   14.480   12.123   14.295
2005 2005.05722799  21.888218     16.563  1.8448e+05     0.0320    932.71   -930.75     51.61     29.29   14.469   11.841   15.596
2005 2005.05723002  21.888959     16.788  1.8480e+05     0.0358    942.37   -940.15     58.06     26.24   11.101   14.280   15.183
2005 2005.05723205  21.889699  -9999.900 -9.9999e+03 -9999.9004  -9999.90  -9999.90  -9999.90  -9999.90   11.861   14.659   14.825
2005 2005.05723408  21.890440     13.766  1.5878e+05     0.0414    942.07   -936.38     95.27     38.01   12.485   13.831   15.820
2005 2005.05723611  21.891181     16.337  2.1293e+05     0.0314    915.32   -912.47     57.56     41.54   19.768    6.165   14.245
2005 2005.05723814  21.891921     17.106  2.2065e+05     0.0306    914.40   -911.94     54.03     37.95   20.034    6.199   13.420
2005 2005.05724017  21.892662     17.889  2.2680e+05     0.0269    918.97   -916.53     53.29     38.66   19.697    7.002   13.253
2005 2005.05724220  21.893403     17.094  2.2500e+05     0.0279    916.99   -914.41     54.08     40.56   18.326    8.045   14.473
2005 2005.05724423  21.894144     16.620  1.9213e+05     0.0289    921.43   -919.12     51.57     38.03   17.434    9.144   14.125
2005 2005.05724626  21.894884     22.909  1.8128e+05 -9999.9004    918.47   -915.97     50.53     43.25   13.661   10.957   14.801
2005 2005.05724829  21.895625     22.786  1.7653e+05 -9999.9004    917.86   -915.09     54.04     44.68   13.014   11.752   14.728
2005 2005.05725032  21.896366     24.405  1.8972e+05 -9999.9004    914.13   -912.28     40.44     39.97   13.122   10.586   15.138
2005 2005.05725235  21.897107     23.168  2.4024e+05     0.0206    913.97   -912.64     29.50     37.80   16.285    6.676   14.533
2005 2005.05725438  21.897847     23.484  2.2258e+05     0.0203    911.44   -909.68     35.12     42.80   15.257    6.801   14.610
2005 2005.05725641  21.898588     21.787  2.0772e+05     0.0167    917.59   -915.94     37.38     38.93   16.104    6.647   14.529
2005 2005.05725844  21.899329     21.722  2.2241e+05     0.0175    913.21   -911.27     42.78     39.89   16.099    6.015   14.035
2005 2005.05726047  21.900070     21.259  2.0491e+05     0.0179    922.23   -919.19     56.18     47.78   15.029    5.266   16.167
2005 2005.05726249  21.900810     20.361  2.7324e+05     0.0217    912.33   -910.18     47.86     38.79   12.715    7.699   14.962
